date,tag,prerelease,ring,kind,asset,asset_id,download_count
2026-09-07,v0.7.2-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-delta.nupkg,544283130,4
2026-09-07,v0.7.2-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-full.nupkg,544283058,4
2026-09-07,v0.7.2-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544283097,3
2026-09-07,v0.7.2-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544283139,3
2026-09-07,v0.7.3-beta.1,True,none,stub,ClaudeUsageTraySetup.exe,545904158,3
2026-09-07,v0.7.3-beta.1,True,win-beta,feed,releases.win-beta.json,545904098,19
2026-09-07,v0.7.3-beta.1,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-delta.nupkg,545904051,4
2026-09-07,v0.7.3-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-full.nupkg,545903910,5
2026-09-07,v0.7.3-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,545904022,3
2026-09-07,v0.7.3-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,545904057,4
2026-09-07,v0.7.3-beta.2,True,none,stub,ClaudeUsageTraySetup.exe,546057826,3
2026-09-07,v0.7.3-beta.2,True,win-beta,feed,releases.win-beta.json,546057782,15
2026-09-07,v0.7.3-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-delta.nupkg,546057773,5
2026-09-07,v0.7.3-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-full.nupkg,546057730,5
2026-09-07,v0.7.3-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546057636,3
2026-09-07,v0.7.3-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546057677,3
2026-09-07,v0.7.3-beta.3,True,none,stub,ClaudeUsageTraySetup.exe,546786891,2
2026-09-07,v0.7.3-beta.3,True,win-beta,feed,releases.win-beta.json,546786851,10
2026-09-07,v0.7.3-beta.3,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-delta.nupkg,546786837,3
2026-09-07,v0.7.3-beta.3,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-full.nupkg,546786797,3
2026-09-07,v0.7.3-beta.3,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546786777,2
2026-09-07,v0.7.3-beta.3,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546786818,2
2026-09-08,v0.1.0,False,none,releases-legacy,RELEASES,487775443,17
2026-09-08,v0.1.0,False,win,feed,releases.win.json,487775436,209
2026-09-08,v0.1.0,False,win,full,WusTechnik.ClaudeUsageTray-0.1.0-full.nupkg,487775367,18
2026-09-08,v0.1.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,487775336,17
2026-09-08,v0.1.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,487775396,18
2026-09-08,v0.2.0,False,none,releases-legacy,RELEASES,488039742,17
2026-09-08,v0.2.0,False,win,feed,releases.win.json,488039737,284
2026-09-08,v0.2.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.2.0-delta.nupkg,488039667,18
2026-09-08,v0.2.0,False,win,full,WusTechnik.ClaudeUsageTray-0.2.0-full.nupkg,488039674,18
2026-09-08,v0.2.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488039637,17
2026-09-08,v0.2.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488039701,17
2026-09-08,v0.3.0,False,none,releases-legacy,RELEASES,488169143,17
2026-09-08,v0.3.0,False,win,feed,releases.win.json,488169139,281
2026-09-08,v0.3.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.0-delta.nupkg,488169131,18
2026-09-08,v0.3.0,False,win,full,WusTechnik.ClaudeUsageTray-0.3.0-full.nupkg,488169095,18
2026-09-08,v0.3.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488169078,17
2026-09-08,v0.3.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488169112,17
2026-09-08,v0.3.2,False,none,releases-legacy,RELEASES,488345413,17
2026-09-08,v0.3.2,False,win,feed,releases.win.json,488345407,278
2026-09-08,v0.3.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.2-delta.nupkg,488345401,18
2026-09-08,v0.3.2,False,win,full,WusTechnik.ClaudeUsageTray-0.3.2-full.nupkg,488345351,18
2026-09-08,v0.3.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488345323,17
2026-09-08,v0.3.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488345377,19
2026-09-08,v0.4.0,False,none,releases-legacy,RELEASES,491751081,17
2026-09-08,v0.4.0,False,win,feed,releases.win.json,491751075,278
2026-09-08,v0.4.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.4.0-delta.nupkg,491750983,19
2026-09-08,v0.4.0,False,win,full,WusTechnik.ClaudeUsageTray-0.4.0-full.nupkg,491750910,19
2026-09-08,v0.4.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,491750940,17
2026-09-08,v0.4.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,491750989,17
2026-09-08,v0.5.1,False,none,releases-legacy,RELEASES,494652350,17
2026-09-08,v0.5.1,False,win,feed,releases.win.json,494652347,269
2026-09-08,v0.5.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.5.1-delta.nupkg,494652341,21
2026-09-08,v0.5.1,False,win,full,WusTechnik.ClaudeUsageTray-0.5.1-full.nupkg,494652195,19
2026-09-08,v0.5.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,494652323,17
2026-09-08,v0.5.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,494652306,17
2026-09-08,v0.6.0,False,none,releases-legacy,RELEASES,522905879,17
2026-09-08,v0.6.0,False,win,feed,releases.win.json,522905877,161
2026-09-08,v0.6.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.0-delta.nupkg,522905867,21
2026-09-08,v0.6.0,False,win,full,WusTechnik.ClaudeUsageTray-0.6.0-full.nupkg,522905771,18
2026-09-08,v0.6.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522905845,17
2026-09-08,v0.6.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522905808,17
2026-09-08,v0.6.1,False,none,releases-legacy,RELEASES,522930735,17
2026-09-08,v0.6.1,False,win,feed,releases.win.json,522930732,161
2026-09-08,v0.6.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.1-delta.nupkg,522930731,21
2026-09-08,v0.6.1,False,win,full,WusTechnik.ClaudeUsageTray-0.6.1-full.nupkg,522930703,18
2026-09-08,v0.6.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522930680,17
2026-09-08,v0.6.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522930691,17
2026-09-08,v0.6.2,False,none,releases-legacy,RELEASES,523409965,17
2026-09-08,v0.6.2,False,win,feed,releases.win.json,523409958,170
2026-09-08,v0.6.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.2-delta.nupkg,523409952,21
2026-09-08,v0.6.2,False,win,full,WusTechnik.ClaudeUsageTray-0.6.2-full.nupkg,523409863,18
2026-09-08,v0.6.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,523409833,17
2026-09-08,v0.6.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,523409913,17
2026-09-08,v0.7.0,False,none,releases-legacy,RELEASES,530836378,12
2026-09-08,v0.7.0,False,win,feed,releases.win.json,530836370,122
2026-09-08,v0.7.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.0-delta.nupkg,530836359,14
2026-09-08,v0.7.0,False,win,full,WusTechnik.ClaudeUsageTray-0.7.0-full.nupkg,530836200,13
2026-09-08,v0.7.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530836230,12
2026-09-08,v0.7.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530836299,12
2026-09-08,v0.7.1,False,none,releases-legacy,RELEASES,530889416,12
2026-09-08,v0.7.1,False,win,feed,releases.win.json,530889406,121
2026-09-08,v0.7.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.1-delta.nupkg,530889400,15
2026-09-08,v0.7.1,False,win,full,WusTechnik.ClaudeUsageTray-0.7.1-full.nupkg,530889260,15
2026-09-08,v0.7.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530889296,12
2026-09-08,v0.7.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530889329,14
2026-09-08,v0.7.2,False,none,releases-legacy,RELEASES,544315404,4
2026-09-08,v0.7.2,False,win-beta,feed,releases.win-beta.json,544315590,29
2026-09-08,v0.7.2,False,win,feed,releases.win.json,544315395,32
2026-09-08,v0.7.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.2-delta.nupkg,544315386,8
2026-09-08,v0.7.2,False,win,full,WusTechnik.ClaudeUsageTray-0.7.2-full.nupkg,544315249,4
2026-09-08,v0.7.2,False,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-delta.nupkg,544315492,4
2026-09-08,v0.7.2,False,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-full.nupkg,544315467,5
2026-09-08,v0.7.2,False,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544315511,4
2026-09-08,v0.7.2,False,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544315551,4
2026-09-08,v0.7.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,544315307,4
2026-09-08,v0.7.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,544315332,4
2026-09-08,v0.7.2-beta.1,True,win-beta,feed,releases.win-beta.json,544171815,35
2026-09-08,v0.7.2-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.1-win-beta-full.nupkg,544171612,6
2026-09-08,v0.7.2-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544171517,5
2026-09-08,v0.7.2-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544171727,6
2026-09-08,v0.7.2-beta.2,True,win-beta,feed,releases.win-beta.json,544283176,31
2026-09-08,v0.7.2-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-delta.nupkg,544283130,5
2026-09-08,v0.7.2-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-full.nupkg,544283058,5
2026-09-08,v0.7.2-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544283097,4
2026-09-08,v0.7.2-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544283139,4
2026-09-08,v0.7.3-beta.1,True,none,stub,ClaudeUsageTraySetup.exe,545904158,4
2026-09-08,v0.7.3-beta.1,True,win-beta,feed,releases.win-beta.json,545904098,26
2026-09-08,v0.7.3-beta.1,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-delta.nupkg,545904051,5
2026-09-08,v0.7.3-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-full.nupkg,545903910,6
2026-09-08,v0.7.3-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,545904022,4
2026-09-08,v0.7.3-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,545904057,5
2026-09-08,v0.7.3-beta.2,True,none,stub,ClaudeUsageTraySetup.exe,546057826,4
2026-09-08,v0.7.3-beta.2,True,win-beta,feed,releases.win-beta.json,546057782,22
2026-09-08,v0.7.3-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-delta.nupkg,546057773,6
2026-09-08,v0.7.3-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-full.nupkg,546057730,6
2026-09-08,v0.7.3-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546057636,4
2026-09-08,v0.7.3-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546057677,4
2026-09-08,v0.7.3-beta.3,True,none,stub,ClaudeUsageTraySetup.exe,546786891,3
2026-09-08,v0.7.3-beta.3,True,win-beta,feed,releases.win-beta.json,546786851,17
2026-09-08,v0.7.3-beta.3,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-delta.nupkg,546786837,4
2026-09-08,v0.7.3-beta.3,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-full.nupkg,546786797,4
2026-09-08,v0.7.3-beta.3,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546786777,3
2026-09-08,v0.7.3-beta.3,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546786818,3
2026-09-09,v0.1.0,False,none,releases-legacy,RELEASES,487775443,18
2026-09-09,v0.1.0,False,win,feed,releases.win.json,487775436,210
2026-09-09,v0.1.0,False,win,full,WusTechnik.ClaudeUsageTray-0.1.0-full.nupkg,487775367,19
2026-09-09,v0.1.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,487775336,18
2026-09-09,v0.1.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,487775396,19
2026-09-09,v0.2.0,False,none,releases-legacy,RELEASES,488039742,18
2026-09-09,v0.2.0,False,win,feed,releases.win.json,488039737,285
2026-09-09,v0.2.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.2.0-delta.nupkg,488039667,19
2026-09-09,v0.2.0,False,win,full,WusTechnik.ClaudeUsageTray-0.2.0-full.nupkg,488039674,19
2026-09-09,v0.2.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488039637,18
2026-09-09,v0.2.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488039701,18
2026-09-09,v0.3.0,False,none,releases-legacy,RELEASES,488169143,18
2026-09-09,v0.3.0,False,win,feed,releases.win.json,488169139,282
2026-09-09,v0.3.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.0-delta.nupkg,488169131,19
2026-09-09,v0.3.0,False,win,full,WusTechnik.ClaudeUsageTray-0.3.0-full.nupkg,488169095,19
2026-09-09,v0.3.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488169078,18
2026-09-09,v0.3.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488169112,18
2026-09-09,v0.3.2,False,none,releases-legacy,RELEASES,488345413,18
2026-09-09,v0.3.2,False,win,feed,releases.win.json,488345407,279
2026-09-09,v0.3.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.2-delta.nupkg,488345401,19
2026-09-09,v0.3.2,False,win,full,WusTechnik.ClaudeUsageTray-0.3.2-full.nupkg,488345351,19
2026-09-09,v0.3.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488345323,18
2026-09-09,v0.3.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488345377,20
2026-09-09,v0.4.0,False,none,releases-legacy,RELEASES,491751081,18
2026-09-09,v0.4.0,False,win,feed,releases.win.json,491751075,279
2026-09-09,v0.4.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.4.0-delta.nupkg,491750983,20
2026-09-09,v0.4.0,False,win,full,WusTechnik.ClaudeUsageTray-0.4.0-full.nupkg,491750910,20
2026-09-09,v0.4.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,491750940,18
2026-09-09,v0.4.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,491750989,18
2026-09-09,v0.5.1,False,none,releases-legacy,RELEASES,494652350,18
2026-09-09,v0.5.1,False,win,feed,releases.win.json,494652347,270
2026-09-09,v0.5.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.5.1-delta.nupkg,494652341,22
2026-09-09,v0.5.1,False,win,full,WusTechnik.ClaudeUsageTray-0.5.1-full.nupkg,494652195,20
2026-09-09,v0.5.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,494652323,18
2026-09-09,v0.5.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,494652306,18
2026-09-09,v0.6.0,False,none,releases-legacy,RELEASES,522905879,18
2026-09-09,v0.6.0,False,win,feed,releases.win.json,522905877,162
2026-09-09,v0.6.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.0-delta.nupkg,522905867,22
2026-09-09,v0.6.0,False,win,full,WusTechnik.ClaudeUsageTray-0.6.0-full.nupkg,522905771,19
2026-09-09,v0.6.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522905845,18
2026-09-09,v0.6.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522905808,18
2026-09-09,v0.6.1,False,none,releases-legacy,RELEASES,522930735,18
2026-09-09,v0.6.1,False,win,feed,releases.win.json,522930732,162
2026-09-09,v0.6.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.1-delta.nupkg,522930731,22
2026-09-09,v0.6.1,False,win,full,WusTechnik.ClaudeUsageTray-0.6.1-full.nupkg,522930703,19
2026-09-09,v0.6.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522930680,18
2026-09-09,v0.6.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522930691,18
2026-09-09,v0.6.2,False,none,releases-legacy,RELEASES,523409965,18
2026-09-09,v0.6.2,False,win,feed,releases.win.json,523409958,173
2026-09-09,v0.6.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.2-delta.nupkg,523409952,22
2026-09-09,v0.6.2,False,win,full,WusTechnik.ClaudeUsageTray-0.6.2-full.nupkg,523409863,19
2026-09-09,v0.6.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,523409833,18
2026-09-09,v0.6.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,523409913,18
2026-09-09,v0.7.0,False,none,releases-legacy,RELEASES,530836378,13
2026-09-09,v0.7.0,False,win,feed,releases.win.json,530836370,125
2026-09-09,v0.7.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.0-delta.nupkg,530836359,15
2026-09-09,v0.7.0,False,win,full,WusTechnik.ClaudeUsageTray-0.7.0-full.nupkg,530836200,14
2026-09-09,v0.7.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530836230,13
2026-09-09,v0.7.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530836299,13
2026-09-09,v0.7.1,False,none,releases-legacy,RELEASES,530889416,13
2026-09-09,v0.7.1,False,win,feed,releases.win.json,530889406,124
2026-09-09,v0.7.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.1-delta.nupkg,530889400,16
2026-09-09,v0.7.1,False,win,full,WusTechnik.ClaudeUsageTray-0.7.1-full.nupkg,530889260,16
2026-09-09,v0.7.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530889296,13
2026-09-09,v0.7.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530889329,15
2026-09-09,v0.7.2,False,none,releases-legacy,RELEASES,544315404,5
2026-09-09,v0.7.2,False,win-beta,feed,releases.win-beta.json,544315590,34
2026-09-09,v0.7.2,False,win,feed,releases.win.json,544315395,35
2026-09-09,v0.7.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.2-delta.nupkg,544315386,9
2026-09-09,v0.7.2,False,win,full,WusTechnik.ClaudeUsageTray-0.7.2-full.nupkg,544315249,5
2026-09-09,v0.7.2,False,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-delta.nupkg,544315492,5
2026-09-09,v0.7.2,False,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-full.nupkg,544315467,6
2026-09-09,v0.7.2,False,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544315511,5
2026-09-09,v0.7.2,False,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544315551,5
2026-09-09,v0.7.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,544315307,5
2026-09-09,v0.7.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,544315332,5
2026-09-09,v0.7.2-beta.1,True,win-beta,feed,releases.win-beta.json,544171815,40
2026-09-09,v0.7.2-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.1-win-beta-full.nupkg,544171612,7
2026-09-09,v0.7.2-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544171517,6
2026-09-09,v0.7.2-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544171727,7
2026-09-09,v0.7.2-beta.2,True,win-beta,feed,releases.win-beta.json,544283176,36
2026-09-09,v0.7.2-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-delta.nupkg,544283130,6
2026-09-09,v0.7.2-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-full.nupkg,544283058,6
2026-09-09,v0.7.2-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544283097,5
2026-09-09,v0.7.2-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544283139,5
2026-09-09,v0.7.3-beta.1,True,none,stub,ClaudeUsageTraySetup.exe,545904158,5
2026-09-09,v0.7.3-beta.1,True,win-beta,feed,releases.win-beta.json,545904098,31
2026-09-09,v0.7.3-beta.1,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-delta.nupkg,545904051,6
2026-09-09,v0.7.3-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-full.nupkg,545903910,7
2026-09-09,v0.7.3-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,545904022,5
2026-09-09,v0.7.3-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,545904057,6
2026-09-09,v0.7.3-beta.2,True,none,stub,ClaudeUsageTraySetup.exe,546057826,5
2026-09-09,v0.7.3-beta.2,True,win-beta,feed,releases.win-beta.json,546057782,27
2026-09-09,v0.7.3-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-delta.nupkg,546057773,7
2026-09-09,v0.7.3-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-full.nupkg,546057730,7
2026-09-09,v0.7.3-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546057636,5
2026-09-09,v0.7.3-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546057677,5
2026-09-09,v0.7.3-beta.3,True,none,stub,ClaudeUsageTraySetup.exe,546786891,4
2026-09-09,v0.7.3-beta.3,True,win-beta,feed,releases.win-beta.json,546786851,22
2026-09-09,v0.7.3-beta.3,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-delta.nupkg,546786837,5
2026-09-09,v0.7.3-beta.3,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-full.nupkg,546786797,5
2026-09-09,v0.7.3-beta.3,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546786777,4
2026-09-09,v0.7.3-beta.3,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546786818,4
2026-09-10,v0.1.0,False,none,releases-legacy,RELEASES,487775443,19
2026-09-10,v0.1.0,False,win,feed,releases.win.json,487775436,211
2026-09-10,v0.1.0,False,win,full,WusTechnik.ClaudeUsageTray-0.1.0-full.nupkg,487775367,20
2026-09-10,v0.1.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,487775336,19
2026-09-10,v0.1.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,487775396,20
2026-09-10,v0.2.0,False,none,releases-legacy,RELEASES,488039742,19
2026-09-10,v0.2.0,False,win,feed,releases.win.json,488039737,286
2026-09-10,v0.2.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.2.0-delta.nupkg,488039667,20
2026-09-10,v0.2.0,False,win,full,WusTechnik.ClaudeUsageTray-0.2.0-full.nupkg,488039674,20
2026-09-10,v0.2.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488039637,19
2026-09-10,v0.2.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488039701,19
2026-09-10,v0.3.0,False,none,releases-legacy,RELEASES,488169143,19
2026-09-10,v0.3.0,False,win,feed,releases.win.json,488169139,283
2026-09-10,v0.3.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.0-delta.nupkg,488169131,20
2026-09-10,v0.3.0,False,win,full,WusTechnik.ClaudeUsageTray-0.3.0-full.nupkg,488169095,20
2026-09-10,v0.3.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488169078,19
2026-09-10,v0.3.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488169112,19
